,sentence_normal,sentence_leicht,score
8505,Stattdessen kann grundsätzlich jeder volljährige Mensch – ob mit oder ohne Behinderung – daher z. B. selbst ein Handy kaufen oder eine Wohnung anmieten.,['Das bedeutet: Sie können selbst Verträge schließen. Zum Beispiel: einen Miet-Vertrag unterschreiben oder ein Handy kaufen.'],[0.6297656297683716]
8506,"Stehen Eltern, Geschwister, Verwandte, Nachbarn oder enge Vertraute des rechtlich zu betreuenden Menschen zur Verfügung, dann soll eine Betreuung vorrangig ehrenamtlich durch diese Personen erfolgen.","['Oft sind Angehörige ehrenamtliche Betreuer. Zum Beispiel: Der Vater oder die Mutter.', 'Das können zum Beispiel sein: Freunde, Familien-Mitglieder, Pflege-Kräfte, Ärzte, Kollegen.']","[0.6825973987579346, 0.6053017377853394]"
8507,"Und zwar dadurch, dass sie den rechtlich betreuten Menschen bei rechtlichen Entscheidungen berät, unterstützt und gegebenenfalls gesetzlich vertritt.",['Menschen rechtlich zu betreuen ist ihre Arbeit.'],[0.7159978747367859]
8508,"Unter bestimmten Voraussetzungen kann das Gericht auch mehrere Berufsbetreuer*innen gleichzeitig bestellen, z. B. für den Fall, dass eine der Betreuer*innen verhindert ist.","['Reinhild Kassing Das Gericht kann auch dann einen neuen Betreuer bestellen, wenn der Betreute einen anderen Betreuer haben möchte.']",[0.7482307553291321]
8509,Vor allem ehrenamtliche Betreuer*innen sollen bei der Führung der rechtlichen Betreuung Unterstützung erhalten.,"['Ehrenamtliche Betreuer sollen ihre Arbeit gut machen.', 'Deshalb sollen sie mehr Hilfe von einem Betreuungs-Verein bekommen.']","[0.6332725882530212, 0.5378265380859375]"
8510,"Voraussetzung dafür ist, dass ein Mensch aufgrund einer Behinderung oder einer Krankheit seine rechtlichen Angelegenheiten ganz oder teilweise nicht besorgen kann.",['Diese Menschen haben oft eine Beeinträchtigung oder eine Krankheit.'],[0.4514196515083313]
8511,"Voraussetzung ist, dass die rechtliche Betreuer*in ihre Betreuer*innenpflichten vorsätzlich oder fahrlässig verletzt hat und der entstandene Schaden auf dieser Verletzung beruht.","['Manchmal reicht es nicht aus, wenn der Betreuer nur einmal was falsch gemacht hat.']",[0.41342562437057495]
8512,Wann bedürfen Handlungen der rechtlichen Betreuer*in einer gerichtlichen Genehmigung?,"['Im Bürgerlichen-Gesetz-Buch steht, wann ein Betreuer entlassen werden muss.']",[0.6094037890434265]
8513,Wann fallen Gerichtskosten an?,['Wann gehe ich ins Bett?'],[0.2992016077041626]
8514,Wann und wie bekommt man eine rechtliche Betreuer*in?,['Wie kann der Betreuer gewechselt werden?'],[0.5046182870864868]
8515,Was ist der Erforderlichkeitsgrundsatz?,['Warum ist das so?'],[0.30914974212646484]
8516,Was ist ein Aufwendungsersatz?,"['Sie bekommen dafür Lohn.', 'Wofür wurde das Geld ausgegeben?', 'Was anders sein soll.']","[0.399231493473053, 0.46969377994537354, 0.18111172318458557]"
8517,Was ist ein Einwilligungsvorbehalt?,"['Dazu sagt man auch: Einwilligungs-Vorbehalt.', 'Dazu sagt man auch: Einwilligungs-Fähigkeit.', 'Dazu sagt man auch: Registrierung.', 'Dazu sag man auch: Eine Genehmigung einholen.']","[0.761847972869873, 0.6405848860740662, 0.34967899322509766, 0.5634472370147705]"
8518,Was ist ein Sozialbericht?,['In dem Bericht steht: Wie läuft die Betreuung?'],[0.5284892320632935]
8519,Was ist eine Anhörung?,"['Was möchte ich anziehen?', 'Worüber haben sie geredet?']","[0.18320629000663757, 0.2924959361553192]"
8520,Was ist eine Aufwandspauschale?,['Dazu sagt man auch: Rechnungs-Legung.'],[0.37472498416900635]
8521,Was ist eine rechtliche Betreuung?,"['Was ist eine rechtliche Betreuung?', 'Was bedeutet eine rechtliche Betreuung genau?', 'Was ist eine Betreuungs-Behörde?', 'Was ist ein Betreuungs-Verein?', 'Schreibe ich ein Testament?']","[0.9999998807907104, 0.9497143626213074, 0.6241099834442139, 0.5592187643051147, 0.4024657607078552]"
8522,Was macht eine rechtliche Betreuer*in?,"['Wie wird ein rechtlicher Betreuer ausgewählt?', 'Wie arbeitet der rechtliche Betreuer mit dem Betreuungs-Gericht zusammen?']","[0.8747660517692566, 0.7838490605354309]"
8523,Was sind die Aufgaben einer rechtlichen Betreuer*in?,['Was sind die wichtigsten Aufgaben vom Betreuer?'],[0.6327303647994995]
8524,"Weitere Berichtspflichten Sind der rechtlichen Betreuer*in auch Aufgaben der Vermögenssorge übertragen, muss sie zu Beginn der rechtlichen Betreuung ein Vermögensverzeichnis anlegen und jährlich Rechenschaft ablegen.","['Hat der Betreuer die Vermögens-Sorge, muss der Betreuer zum Beginn der Betreuung eine Übersicht erstellen.']",[0.8225275278091431]
8525,Welche Folgen hat eine rechtliche Betreuung?,['Welche Folgen hat eine rechtliche Betreuung?'],[0.9999999403953552]
8526,Welche Vergütung erhalten Berufsbetreuer*innen?,"['Warum der Betreuer aufschreiben muss, wie viel Geld der Betreute hat.', 'In der Übersicht steht: Wie viel Geld hat der Betreute?', 'Wie viel Geld bekommt der Betreute?', 'Wie viel Geld gibt der Betreute aus.', 'Wie viel Geld hat der Betreute in diesem Jahr ausgegeben?']","[0.5019700527191162, 0.5749224424362183, 0.6902662515640259, 0.5206992626190186, 0.42993423342704773]"
8527,"Wenn der rechtlich betreute Mensch inzwischen seine rechtlichen Angelegenheiten ohne rechtliche Betreuer*in erledigen kann, muss das Betreuungsgericht die rechtliche Betreuung aufheben.","['Mitteilung an das Betreuungs-Gericht Liegen solche Gründe vor, muss das Gericht den Betreuer entlassen.', 'Macht der Betreuer es dann immer noch falsch, kann das Gericht den Betreuer entlassen.']","[0.6758171319961548, 0.632451593875885]"
8528,Wer ist zwingend am Betreuungsverfahren zu beteiligen?,"['Dazu sagt man auch: Ist der Betreuer geeignet?', 'Denn er muss wissen: Was will der Betreute?', 'Was hat der Betreuer gemacht?', 'Ich bin nicht zufrieden mit dem Betreuer.']","[0.5717611908912659, 0.5052436590194702, 0.44772064685821533, 0.24242503941059113]"
8529,Wer kann rechtliche Betreuer*in werden?,"['Wer kann rechtlicher Betreuer werden.', 'Wer kann rechtlicher Betreuer werden?']","[0.9620446562767029, 0.9885790944099426]"
8530,Wichtig: Die Zweijahres-Frist gilt nur bei der erstmaligen Überprüfung.,['Das macht er 1 mal im Jahr.'],[0.33038264513015747]
8531,"Wichtig: Eine Person, die zu einem Träger von Einrichtungen oder Diensten, der in der Versorgung des rechtlich zu betreuenden Menschen tätig ist, in einem Abhängigkeitsverhältnis steht, darf nicht zur rechtlichen Betreuer*in bestellt werden.","['Der Betreuer ist nicht mehr geeignet, wenn er schlecht mit dem Betreuten umgeht. Zum Beispiel: Der Betreuer nimmt den Betreuten nicht ernst.', 'Wenn sie der Meinung sind, dass der Betreuer schlecht mit dem Betreuten zusammenarbeitet.']","[0.5868684649467468, 0.5038204193115234]"
8532,"Wichtig: Weder die Einrichtung einer rechtlichen Betreuung für den Bereich Gesundheit noch die Anordnung eines Einwilligungsvorbehalts führen dazu, dass die rechtlich betreute Person nicht mehr selbst in medizinische Maßnahmen einwilligen kann.",['Der Arzt muss nicht den Betreuer fragen.'],[0.5045662522315979]
8533,"Wichtigste Aufgabe der rechtlichen Betreuer*in ist es, den rechtlich betreuten Menschen zu unterstützen, damit er selbst eine Entscheidung treffen und diese umsetzen kann.","['Ein rechtlicher Betreuer unterstützt bei wichtigen Entscheidungen.', 'Die wichtigste Aufgabe vom Betreuer ist deshalb: Der Betreuer unterstützt den Betreuten bei wichtigen Entscheidungen. Zum Beispiel: Er erklärt einen Vertrag in Leichter Sprache. Oder die Folgen von einer Operation.']","[0.743960976600647, 0.6880619525909424]"
8534,"Wie die Registrierung erfolgt und welche Kenntnisse die Berufsbetreuer*in hierfür konkret nachweisen muss, ist in der Betreuerregistrierungsverordnung geregelt.","['Bei der Anmeldung müssen sie zeigen: Sie kennen sich mit Betreuungen gut aus. Und sind für die Arbeit als Betreuer geeignet.', 'Zu dieser Anmeldung sagt man auch: Registrierung.']","[0.6241315007209778, 0.4076842963695526]"
8535,Wie stellt das Gericht den Betreuungsbedarf fest?,"['Wie werden Betreuungen geregelt?', 'Wie findet der Betreute die Betreuung?', 'Das Betreuungs-Gericht entscheidet: Ist die Betreuung noch nötig?']","[0.6668459177017212, 0.6194870471954346, 0.7382904291152954]"
8536,Wie verhält es sich mit den Kosten ehrenamtlicher Betreuer*innen?,"['Wo will ich arbeiten? Und das gilt für kleinere Entscheidungen. Zum Beispiel: Was möchte ich essen?', 'Kann die Betreuung von einem ehrenamtlichen Betreuer übernommen werden?']","[0.3184022307395935, 0.6359683871269226]"
8537,"Wollen Angehörige am gerichtlichen Verfahren mitwirken, sollten sie beim Gericht einen entsprechenden Antrag stellen.",['Sich vom Arzt behandeln lassen? Oder Anträge beim Gericht stellen?'],[0.5118433237075806]
8538,"Wurde eine Betreuung gegen den freien Willen eingerichtet, muss das Gericht spätestens nach zwei Jahren überprüfen, ob diese noch erforderlich ist.",['Dann prüft das Betreuungs-Gericht nach 2 Jahren: Ist die Betreuung noch nötig?'],[0.7586096525192261]
8539,Zudem können sich Betreuungsrichter*innen nur im persönlichen Gespräch eine Vorstellung von der Persönlichkeit des zu betreuenden Menschen machen.,['Denn Betreute kennen ihr Leben besser als der Betreuer.'],[0.546017587184906]
8540,"Zusätzliche Voraussetzung ist, dass der Mensch sich nicht ohne Unterstützung um seine rechtlichen Angelegenheiten kümmern kann.",['Dann sagt das Gericht: Die Person kann keinen Vertrag allein machen.'],[0.5659518241882324]
8541,Über die Berichtspflichten Anfangsbericht Zunächst gibt es den sogenannten Anfangsbericht.,['Bericht zum Anfang der Betreuung Bericht am Jahres-Ende Der Betreuer schreibt einen Bericht.'],[0.6349805593490601]
8542,"Über rechtliche Betreuerinnen und Betreuer Wenn das Betreuungsgericht eine rechtliche Betreuung als notwendig erachtet, entscheidet es in der Regel, wer rechtlicher Betreuer*in des betroffenen Menschen wird.","['Wer rechtlicher Betreuer wird, entscheidet das Betreuungs-Gericht.', 'Dann darf der Betreuer ausnahmsweise für den Betreuten entscheiden.']","[0.8723893761634827, 0.629399299621582]"
8543,"2022 wurde die Situation durch die stark gestiegenen Energiekosten, die hohe Inflation, allgemeine Preissteigerungen, den Wohnungsmangel sowie massiv steigende Mieten( vor allem in Ballungszentren) weiter verschärft.","['Zurzeit werden viele Sachen teurer.', 'Auch die Mieten für Wohnungen sind teurer. Und Strom und Heizung kosten mehr Geld.']","[0.28559693694114685, 0.5771744847297668]"
8544,"Als Selbstvertreter*innen kämpfen Menschen mit einer sogenannten geistigen Behinderung heute neben Eltern und Fachleuten immer stärker selbst für ihre Belange, umfassende Teilhabe und Inklusion.",['Auch viele Menschen mit Beeinträchtigung kämpfen mit der Lebenshilfe für ihre Rechte. Sie sind Selbst-Vertreter.'],[0.7893102765083313]
8545,Armut und Behinderung Ein Angebot der Bundesvereinigung Lebenshilfe.,['Wahl-Hilfe in Leichter Sprache Ein Angebot der Lebenshilfe in Leichter Sprache.'],[0.5999471545219421]
8546,Auch das Gesundheitswesen in Deutschland ist nicht barrierefrei.,['Sie kommen auch nach Deutschland.'],[0.26900625228881836]
8547,"Auch wenn sie in einer besonderen Wohnform leben sollen sie die Wahl haben, ob sie dort Pflegegeld, Pflegesachleistung oder eine integrierte Teilhabe-Pflegeleistung erhalten wollen.",['Auch wenn sie in einer Einrichtung leben.'],[0.492522656917572]
8548,Dazu braucht es ein zügiges und engagiertes Vorgehen der Politik.,['Jetzt wird das Gesetz umgesetzt.'],[0.29390737414360046]
8549,Dazu gehört auch ihr Zugang zu den Leistungen der Eingliederungshilfe.,"['Sie unterstützt auch junge Erwachsene.', 'Damit sie dort lernen und sich erholen können.']","[0.3950119912624359, 0.3317507803440094]"
8550,Deutschland muss in allen Lebensbereichen des öffentlichen und privaten Lebens barrierefrei werden.,['Wir wollen überall dabei sein.'],[0.2693098485469818]
8551,Die Bundesvereinigung Lebenshilfe fordert dringend Nachbesserungen an der Pflegereform.,"['Die Lebenshilfe fordert: Das muss sich ändern.', 'Die Lebenshilfe fordert: Dafür muss es genug Geld geben.', 'Die Lebenshilfe fordert: Es muss bessere Unterstützung und Betreuungs-Angebote geben.']","[0.6908423900604248, 0.5303520560264587, 0.718090295791626]"
8552,Die Lebenshilfe wird sich hieran aktiv beteiligen.,"['Hier lesen Sie: Was die Lebenshilfe fordert.', 'Hier lesen Sie: Was die Lebenshilfe fordert.', 'Die Lebenshilfe findet das gut.', 'Hier lesen Sie: Was die Lebenshilfe fordert.', 'Hier lesen Sie: Was die Lebenshilfe fordert.', 'Hier lesen Sie: Was die Lebenshilfe fordert.', 'Hier lesen Sie: Was die Lebenshilfe fordert.', 'Hier lesen Sie: Was die Lebenshilfe fordert.', 'Hier lesen Sie: Was die Lebenshilfe fordert.']","[0.6239356398582458, 0.6239356398582458, 0.6408908367156982, 0.6239356398582458, 0.6239356398582458, 0.6239356398582458, 0.6239356398582458, 0.6239356398582458, 0.6239356398582458]"
8553,Die Lösung lautet für viele Familien mit einem Kind oder Jugendlichen mit Behinderung deshalb häufig: Ein Elternteil arbeitet gar nicht oder in Teilzeit.,['Deshalb sagen viele Eltern: Der Vater oder die Mutter geht nicht arbeiten. Oder arbeitet nur den halben Tag.'],[0.7743593454360962]
8554,"Die Zahl an inklusiven, barrierefreien Arbeitsplätzen muss in allen Unternehmen ausgebaut werden.",['Damit sie überall dabei sein können.'],[0.20868217945098877]
8555,"Die aktuell wichtigsten Forderungen der Lebenshilfe für Menschen mit Behinderung, ihre Angehörigen und Familien finden Sie hier.","['Die Lebenshilfe hat ihre Forderungen an die Politik aufgeschrieben.', 'Politik geht nur mit allen Menschen Die Lebenshilfe setzt sich für Menschen mit Beeinträchtigung und ihre Familien ein.', 'Die Lebenshilfe hat ihre Forderungen an die Politik aufgeschrieben.']","[0.6119385361671448, 0.7351446151733398, 0.6119385361671448]"
8556,Diese Schritte müssen die Teilhabe der Kinder und Jugendlichen mit Behinderung in den Blick nehmen.,"['Darum ist es wichtig: Dass die Politik Menschen mit Beeinträchtigung mehr beachtet.', 'Im Gesetz steht: Kinder und Jugendliche mit Behinderung werden nicht mehr ausgeschlossen.', 'Darum wollen Menschen mit Beeinträchtigung auch in der Politik mit-machen.', 'Damit die Politik Menschen mit Beeinträchtigung mehr beachtet.']","[0.7111048102378845, 0.75429767370224, 0.6368913054466248, 0.7125245928764343]"
8557,Diese Ungerechtigkeit muss beendet werden.,"['Das muss sich ändern.', 'Das muss sich ändern.']","[0.33351045846939087, 0.33351045846939087]"
8558,Dieser finanzielle Ausgleich für die Unterstützungsleistung der Eltern ist zwingend erforderlich und muss auch bei der Schaffung einer Kindergrundsicherung erhalten bleiben.,"['Auch Eltern müssen bei der Pflege ihrer Kinder weiter gut unterstützt werden.', 'Familien besser unterstützen Kinder müssen den ganzen Tag betreut werden.']","[0.6387557983398438, 0.5443510413169861]"
8559,"Diskriminierung verhindern Die UN-Behindertenrechtskonvention( UN-BRK) sieht vor, dass die Vertragsstaaten jede Diskriminierung aufgrund von Behinderung verbieten und geeignete Maßnahmen treffen, um Barrieren abzubauen.",['Keine Hindernisse für Menschen mit Beeinträchtigung Menschen mit Beeinträchtigung dürfen nicht benachteiligt werden. Und es darf keine Barrieren für sie geben. Barrieren sind Hindernisse. Das heißt zum Beispiel: Es fehlen oft Rampen für Rollstühle. Oder es gibt keine Leichte Sprache.'],[0.6486251354217529]
8560,"Eine gerechte Entlohnung von Menschen mit Behinderung, die sie unabhängig von Grundsicherungsleistungen macht.",['Gute Arbeit und gerechte Bezahlung für Menschen mit Beeinträchtigung Forderungen der Lebenshilfe zur Arbeit.'],[0.753950834274292]
8561,Faire Pflege für Menschen mit Behinderung Menschen mit Behinderung sind häufig auch pflegebedürftig.,"['Doch viele von ihnen müssen auch gepflegt werden.', 'Wohnen ohne Hindernisse Viele Menschen mit Beeinträchtigung arbeiten in Werkstätten.']","[0.43153294920921326, 0.5939144492149353]"
8562,Für Familien mit Kindern mit Behinderung stellt vor allem die Verhinderungspflege eine wichtige Leistung dar.,['Das Problem: Es gibt kaum Angebote für Kinder mit Beeinträchtigung.'],[0.6519768834114075]
8563,Geflüchtete Menschen mit Behinderung müssen schnell und unbürokratisch die notwendige Unterstützung erhalten.,"['Sie werden Geflüchtete genannt.', 'Die Lebenshilfe fordert: Geflüchtete mit Beeinträchtigung müssen schnell und einfach Unterstützung bekommen.']","[0.2510281503200531, 0.8897023797035217]"
8564,Genau das braucht es.,"['Das muss auch so bleiben.', 'An den wollen sich alle halten.']","[0.5317399501800537, 0.3664909601211548]"
8565,"Grundlagenposition der BVLH zum SGB VIII 2 MB, PDF Die Grundlagenpositionierung der Lebenshilfe zum Inklusives SGB VIII( Positionspapier in schwerer und Leichter Sprache).",['Der Text ist in Leichter und in schwerer Sprache.'],[0.35859352350234985]
