,sents_leicht,sents_standard,label
1181,Sie laufen im ganzen Park ohne Schuhe. Sie können dann gut fühlen: So fühlt sich der Boden an. Der Park ist für die ganze Familie. Hier können Sie mehr lesen über den Barfuß-Park : https://www.barfusspark-egestorf.de/,Wissbegierige können in Führungen und Rundgängen mehr über die Pflanzensysteme erfahren.,1
1182,Wer hat den Text in Leichter Sprache gemacht?,"Wer mag, lässt den Tag dann an der Elbe ausklingen und schließt einen Strandspaziergang an.",1
1186,Und es gibt einen Wasser-Spiel-Platz. Kinder können hier im Wasser spielen. Die Kinder können hier mit dem Wasser spielen. Die Kinder lernen dabei: So verhält sich Wasser.,"Wie der eigene Garten so muss auch jeder Park sauber gehalten, repariert, bepflanzt, gewässert oder gemäht werden.",1
1187,Und Sie können sich Boote ausleihen. Der Schwarzenberg-Park Es gibt hier Spiel-Möglichkeiten und einen Schach-Platz. Schach ist ein besonderes Spiel. Es gibt ein großes Spiel-Feld und Figuren für das Spiel im Park.,"Das erledigen für Abteilung ""Stadtgrün"" beauftragte Gartenbaufirmen und ein eigenes Gartenbaurevier mit ca. 50 Mitarbeitern und Auszubildenden.",1
1189,Meyers Park Es gib hier einen Spiel-Platz und einen Grill-Platz und Sie können auf Ponys reiten. Es gibt auch einen stadt-ökologischen Lehr-Pfad in Harburg. In schwerer Sprache sieht das so aus: stadtökologischer Lehrpfad Stadt-Ökologie heißt in Leichter Sprache: So funktioniert die Natur in der Stadt. Sie lernen bei dem Spaziergang viele Sachen über Gärten und Pflanzen in der Stadt.,"Zu ihren Aufgaben gehört das regelmäßige Müllsammeln ebenso wie der fachliche Gehölzschnitt, saisonal das Mähen der großen Rasen- und Wiesenflächen und die Laubbeseitigung, sowie die gärtnerische Pflege der Stauden- und Rosenbeete.",1
1191,Der Weg ist etwa 3 Kilometer lang. Die Parks und Grün-Flächen müssen gepflegt werden. Die Parks müssen sauber gehalten werden. Blumen und Bäume müssen gepflanzt werden.,"Dies muss auf den insgesamt ca. 600 ha Grünflächen, Parkanlagen, Spielplätzen und Friedhöfen der Stadt erledigt werden.",1
1192,Die Pflanzen müssen gegossen werden. Das Gras muss gemäht werden. Sachen müssen repariert werden. Zum Beispiel bei Spiel-Plätzen.,"Daneben sind die städtischen Mitarbeiter verantwortlich für die Verkehrssicherheit ihrer Flächen, insbesondere des ca. 35.000 Bäume umfassenden Parkbaumbestandes mit jährlichen Sichtkontrollen, und für die gefahrlose Benutzung der öffentlichen Kinderspielplätze, die wöchentlich überprüft werden.",1
1193,Viele Menschen besuchen die Parks. Die Stadt Hamburg tut darum viele Sachen: Damit die Parks sauber und sicher sind. Es gibt eine eigene Abteilung für die Parks und Grün-Flächen. Die Abteilung heißt Stadtgrün.,Die großen und schönsten Harburger Parkanlagen sind,1
1194,Die Abteilung Stadtgrün hat ungefähr 50 Mitarbeiter und Azubis. Die Abteilung machen alle Arbeiten in den Parks von Hamburg. Und die Abteilung Stadtgrün sorgt für Sicherheit in den Parks.,"der Harburger Stadtpark um die Außenmühle mit Schulgarten, Blindengarten, Wasserspielplatz und Bootsverleih;",1
1195,Zum Beispiel: Kranke Bäume werden entfernt: Damit niemand verletzt wird. Die Abteilung kontrolliert auch die Kinder-Spiel-Plätze jede Woche. Die Abteilung Stadtgrün wird dabei auch von Fach-Leuten unterstützt. Wussten Sie schon?,"der Schwarzenbergpark mit Spielmöglichkeiten, Schachplatz und historischem Schalenbrunnen;",1
1196,Es gibt 600 Hektar Grünflächen in Hamburg. Das sind zum Beispiel Parks und Spiel-Plätze und Friedhöfe. Das ist so groß wie über 800 Fußball-Plätze. Und die Stadt Hamburg kümmert sich um 35 000 Bäume.,"Meyers Park mit Spielplatz, Grillplatz und Ponyreiten.",1
1198,"Wer hat den Text in Leichter Sprache gemacht? Büro für Leichte Sprache Köln E-Mail: info@leichte-sprache.koeln Kirsten Scholz hat den Text in Leichter Sprache geschrieben und die Bilder gemalt. Dirk Stauber, Sandra Mambrini und Wolfgang Klein haben den Text auf Leichte Sprache geprüft.","Wissenswertes zu ökologischen Themen vermittelt Ihnen Hamburgs erster ""stadtökologischer Lehrpfad"", der Sie in Harburg auf ca. 3 km Länge durch die Grünanlagen des Rathausplatzes, des Alten Friedhofs Bremer Straße, den Stadtpark und das Göhlbachtal zurück zum Rathaus führt.",1
1199,Hamburg fördert die Kultur. Die Behörde für Kultur und Medien ist zuständig für die Förderung. Alle Menschen sollen am kulturellen Leben teilhaben können. Zum kulturellen Leben gehören zum Beispiel:,"Das Referat „Internationaler Kulturaustausch“ der Behörde für Kultur und Medien unterstützt künstlerische Projekte im Austausch zwischen Hamburg und dem Ausland, an deren Durchführung ein erhebliches kulturpolitisches Interesse besteht.",1
1201,Feste Zum Beispiel der Hafen-Geburtstag. Oder das Elbjazz Festival. Die Abteilung Internationaler Kultur-Austausch gehört zur Behörde für Kultur und Medien. Die Abteilung Internationaler Kultur-Austausch fördert den Austausch von Kultur zwischen den Ländern .,Unterstützt werden dabei insbesondere Projekte Hamburger Kulturschaffender im Ausland und Projekte internationaler Kulturschaffender in Hamburg.,1
1202,Die Förderung für den Kultur-Austausch Kultur gibt es in allen Ländern. Die Abteilung Internationaler Kultur-Austausch gibt Geld: Damit Menschen die Kultur von anderen Ländern kennenlernen können . Das schwere Wort dafür ist Kultur-Austausch.,Die Behörde fördert im Rahmen der verfügbaren Mittel Projekte im Bereich des internationalen Kulturaustauschs .,1
1203,Es gibt verschiedene Sorten von Kultur-Austausch. Kultur aus Hamburg wird in andern Ländern angesehen oder angehört. Die Kunst aus Hamburg wird so in anderen Ländern bekannt. Und die Künstler aus Hamburg können Künstler kennenlernen in anderen Ländern.,Bewerber können ihre Anträge das gesamte Jahr - jeweils bis zwei Monate vor Projektbeginn - einreichen.,1
1205,So können Sie Förder-Gelder bekommen für den Kultur-Austausch Menschen können einen Antrag stellen : Wenn sie gefördert werden möchten. Sie können vor dem Antrag anrufen bei der Abteilung Internationaler Kultur-Austausch. Sie werden dann beraten.,"Bevor Sie einen Antrag stellen, ist es sinnvoll, sich telefonisch an die jeweilige Referentin zu wenden und Ihr Projekt/Ihre Idee vorzustellen.",1
1206,Sie wissen dann: Ist ein Antrag sinnvoll. Wie kann ich den Antrag gut stellen Es gibt 2 Ansprech-Partnerinnen bei der Abteilung Internationaler Kultur-Austausch. Die Ansprech-Partnerinnen sind für verschiedene Länder zuständig.,"Häufig kann im Vorfeld geklärt werden, ob ein Antrag zu diesem Zeitpunkt sinnvoll ist und wenn ja in welcher Form.",1
1208,"Sie rufen die Ansprech-Partnerin an: Bei der Ihr Land steht. Asien, Nord-Amerika und Südamerika, Israel:",Nutzen Sie daher die Gelegenheit zum Gespräch!,1
1222,Oder die Elb-Philharmonie. Andere Angebote sind von den Menschen aus Hamburg . Man sagt auch Freie Szene zu den Musikern: Die nicht bei der Stadt Hamburg angestellt sind. Oder der Oper.,Zu dieser Tradition gehören neben kulturellen Leuchttürmen vor allem die vielfältigen Angebote der Freien Musikszene.,1
1223,Oder der Philharmonie. Die Menschen aus Hamburg brauchen Förderung: Damit sie Musik machen können. Der Senat von Hamburg und die Bürgerschaft fördern darum die Musik in Hamburg. Es gibt den Musik-Stadt-Fonds für die Förderung.,"Um auch diese weiter auszubauen und ihr die Möglichkeit zu geben, sich weiterzuentwickeln, stellen Senat und Bürgerschaft im Zusammenhang mit der Finanzierung des Spielbetriebs der Elbphilharmonie jährlich zusätzliche Mittel in Höhe von 600.000 Euro pro Jahr bereit.",1
1224,Der Musik-Stadt-Fonds ist eine Sammlung von Förder-Geld . So spricht man das: Musik stadt foh Der Musik-Stadt-Fonds hat 500 000 Euro für die Förderung. So spricht man das: 500 tausend Das ist eine halbe Millionen Euro.,Der Musikstadtfonds verstärkt die Förderung der Freien Musikszene,1
1225,Das Geld ist für ein Jahr . Die Förderung ist für alle Sorten von Menschen und Gruppen : Die Musik machen. Das Geld hilft: Damit die Menschen und Gruppen die Musik üben können . Und damit die Menschen und Gruppen die Musik aufführen können .,"Mithilfe des Musikstadtfonds soll frei arbeitenden Klangkörpern, Musikschaffenden, Gruppen und Ensembles die Möglichkeit geboten werden, ihre Werke zu erarbeiten und der Öffentlichkeit zu präsentieren.",1
1226,Besondere Sachen sollen gefördert werden mit dem Geld. Die Sachen sollen besonders gut sein. Die Sachen sollen neue Ideen sein.,"Insbesondere sollen künstlerisch hochwertige und programmatisch innovative Konzepte und Veranstaltungen gefördert werden, die Hamburgs Musikleben neue Impulse geben oder die Präsenz einzelner Musiksparten stärken und neue Kooperationen anregen.",1
1227,Der Musik-Stadt-Fonds hilft besonders bei solchen Sachen: Die besonders die Zusammenarbeit mit dem Ausland fördern. Die für junge Menschen sind.,"Darüber hinaus sind besonders solche Projekte förderwürdig, die die Internationalisierung des Hamburger Musiklebens vertiefen oder das speziell auf Kinder und Jugendliche zugeschnittene musikalische Angebot stärken.",1
1228,So können Sie Förder-Gelder bekommen Menschen können einen Antrag stellen : Wenn sie gefördert werden möchten. Sie müssen den Antrag früh stellen .,"Der Musikstadtfonds fördert jährlich Projekte, die im Folgejahr durchgeführt werden, wie zum Beispiel Konzerte, Konzertreihen und kleine Festivals.",1
1229,Die Förderung ist immer für das Jahr nach dem Antrag . Sie müssen also manchmal lange warten: Bis Sie Geld bekommen. Sie können immer nur einen Antrag im Jahr stellen .,In begründeten Ausnahmen und besonderer Exzellenz ist auch eine Förderung bis zu drei Jahren möglich. Jeder Antragsteller darf in einem Förderzeitraum nur einen Antrag für ein Projekt einreichen.,1
1230,Es gibt eine Gruppe von Fach-Leuten für Musik . Die Gruppe entscheidet : Wer Geld vom Musik-Stadt-Fonds bekommt. Man sagt auch Jury zu der Gruppe. Die Mitglieder von der Jury sind nicht von der Stadt Hamburg.,Die Behörde für Kultur und Medien setzt zur Auswahl der zu fördernden Projekte eine fachkompetente Jury ein.,1
1231,Die Mitglieder kennen sich aber sehr gut Musik aus. Zum Beispiel: Klassik Aktuelle Musik,"In dieser Jury sollen die Bereiche Klassik, Neue/Aktuelle Musik, Pop, und Jazz vertreten sein.",1
1233,So können Sie sich bewerben Sie können im April 2020 einen Antrag stellen: Wenn Sie im Jahr 2021 Förder-Geld bekommen wollen. Sie können den Antrag online stellen.,"Bewerbungen für den Musikstadtfonds 2024 Bewerbungen für den Musikstadtfonds 2024 sind ab dem 15. April 2023 möglich, Bewerbungsschluss ist der 15. Juni 2023.",1
1236,Es gibt neue Regeln für den Musik-Stadt-Fonds. Sie müssen diese neuen Regeln beachten . Bitte lesen Sie die neuen Regeln.,"Die Lektüre der aktualisierten Musikstadtfonds-Förderrichtlinie (siehe Downloads) vor Antragstellung wird auch denen dringend empfohlen, die bereits erfolgreich Anträge gestellt haben.",1
1237,Sie wissen dann: Ist ein Antrag sinnvoll.,"Bitte überprüfen Sie, ob Ihr geplantes Projekt mit der Förderrichtlinie kompatibel ist:",1
1238,Diese Sachen werden nicht gefördert :,Nicht förderungsfähig und damit von der Förderung ausgeschlossen sind,1
1239,Der Kauf von Ton-Träger CD sind Tonträger. Der Kauf von Druck-Werken Noten sind Druck-Werke. Der Kauf von Musik-Instrumenten Übungs-Räume,"Tonträger, Druckwerke und Anschaffungen wie Instrumente und Equipment sowie der Ausbau oder die Herrichtung von Aufführungsorten und Übungsräumen",1
1240,Die Herstellung von Ton-Trägern Zum Beispiele eine CD von einem Konzert. Die Herstellung von Videos Zum Beispiel ein Video von einem Konzert.,die Produktion und Veröffentlichung von Bild- und Tonträgeraufnahmen außer bei unmittelbar auf das Projekt bezogenen Werbemaßnahmen,1
1241,Geld für Künstler: Die auf dem Konzert spielen.,reine Gastspiele. Online: Antragsverfahren,1
1242,Wer hat den Text in Leichter Sprache gemacht?,Bitte nutzen Sie für Ihre Bewerbung vorzugsweise das Online-Antragsverfahren. Hier finden Sie den Link zum Online-Antragsverfahren https://serviceportal.hamburg.de/HamburgGateway/Service/Entry/AFM-ELBFND .,1
1243,Büro für Leichte Sprache Köln E-Mail: info@leichte-sprache.koeln Kirsten Scholz hat den Text in Leichter Sprache geschrieben und die Bilder gemalt.,Offline: Projektanträge auf Papier Projektanträge müssen auf dem aktuellen Antragsformular gestellt werden. Unter diesem Link finden Sie alle Antragsformulare und Rechtsgrundlagen:,1
1245,Hamburg fördert die Kultur. Die Behörde für Kultur und Medien ist zuständig für die Förderung. Zur Kultur gehören zum Beispiel: Museen,Aus Mitteln des Elbkulturfonds werden jährlich große und künstlerisch innovative Produktionen gefördert.,1
1246,Theater Büchereien,"Eine Jury aus externen Fachleuten wählt einmal jährlich Projekte von hoher inhaltlicher und künstlerischer Qualität in Konzeption und Umsetzung aus, die mit insgesamt 500.000 Euro gefördert werden.",1
1247,Kinos Feste Zum Beispiel der Hafen-Geburtstag. Oder das Elbjazz Festival. Die Freie Szene in Hamburg,Für den Elbkulturfonds können Projekte aller künstlerischen Sparten mit Ausnahme der Filmproduktion berücksichtigt werden.,1
1248,Viele Menschen machen Kultur in Hamburg. Diese Menschen sollen gefördert werden: Wenn sie besondere Sachen machen. Der Elb-Kultur-Fonds ist eine Sammlung von Förder-Geld . So spricht man das: elb kul tur foh Der Elb-Kultur-Fonds hat 500 000 Euro für die Förderung.,Spartenübergreifende Projekte sowie Kooperationen verschiedener national und international agierender Künstlerinnen und Künstler sind hierbei möglich und erwünscht.,1
1249,So spricht man das: 500 tausend Das ist eine halbe Millionen Euro. Das Geld ist für ein Jahr . Sie können mehr Infos im Internet lesen über den Elb-Kultur-Fonds. Die Internet-Adresse ist http://elbkulturfonds.hamburg/,Die Projekte sollen für Hamburg erarbeitet und hier präsentiert werden.,1
1250,Es gibt eine Gruppe von Fach-Leuten für Kultur . Die Gruppe entscheidet : Wer Geld vom Elb-Kultur-Fonds bekommt. Man sagt auch Jury zu der Gruppe. Die Mitglieder von der Jury sind keine Angestellten von der Stadt Hamburg.,Gleichzeitig sollen sie Strahlkraft für ein Publikum und eine Fachöffentlichkeit über die Stadtgrenzen hinaus entwickeln.,1
1251,Die Gruppe verteilt einmal im Jahr das Geld .,Die Projekte sollten ein Volumen von mindestens etwa 50.000 Euro haben.,1
1252,So können Sie Förder-Gelder bekommen Alle Künstler können gefördert werden vom Elb-Kultur-Fonds. Der Elb-Kultur-Fonds fördert aber keine Filme . Die Sachen sollen in Hamburg gemacht werden.,"Eine komplementäre Förderung durch Drittmittel ist möglich, eine Doppelförderung durch einen Fachtitel der Behörde für Kultur und Medien ist ausgeschlossen.",1
1253,Die Sachen sollen aber interessant sein für Menschen: Die nicht in Hamburg leben. Menschen können zusammenarbeiten für die Sachen. Auch Menschen aus anderen Ländern können mitarbeiten. Menschen können einen Antrag stellen : Wenn sie gefördert werden möchten.,Die Behörde vergibt die Fördergelder einmal im Kalenderjahr jeweils für das Folgejahr.,1
1254,Die Anträge sollen über 50 000 Euro sein. Oder mehr. So spricht man das: 50 tausend. Die Behörde für Kultur und Medien fördert jedes Projekt nur einmal.,Ausführliche Informationen zum Verfahren und zu früheren Projekten finden Sie hier:,1
1258,Alle Menschen sollen am kulturellen Leben teilhaben können. Zum kulturellen Leben gehören zum Beispiel: Museen Theater,"Der von der Bürgerschaft beschlossene Haushaltsplan der FHH für die Jahre 2023 und 2024 steht unter www.haushalt.digital zur Verfügung - digital, transparent, visualisiert und interaktiv.",1
1261,Die Behörde für Kultur und Medien kümmert sich auch um die alten Gebäude in Hamburg.,Der Kulturhaushalt der Freien und Hansestadt Hamburg wird im Wesentlichen für die institutionelle Förderung von Kultur verwendet.,1
1262,Man sagt in schwerer Sprache Denkmal-Schutz . Diese Förderungen gibt es für die Kultur Die Förderung von kulturellen Einrichtungen Die Behörde für Kultur und Medien gibt Geld: Damit die kulturellen Einrichtungen Sachen machen können.,"Das bedeutet, dass eine Reihe von Kultureinrichtungen regelmäßige finanzielle Unterstützung durch die Behörde für Kultur und Medien erhält.",1
1263,Die Behörde für Kultur und Medien Geld zum Beispiel für Museen Theater,"Dazu zählen neben den Einrichtungen unter staatlicher Einflussnahme, wie die staatlichen Theater, die Elbphilharmonie und Laeiszhalle, Museen, Bücherhallen Hamburg und die Filmförderung, auch viele Privattheater und einige private Orchester. Mehr Information zur institutionellen Förderung",1
